date,version_number,scenario,watcher_id,ip,id,rdns,country,as_num,as_name,Config,scenario_category,malevolence_score
2021-12-31,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/ssh-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-16,v1.2.2,crowdsecurity/ssh-bf,111566,36.110.228.254,1015215,,CN,23724,"IDC, China Telecommunications Corporation",MachineA#NoBouncer,Bruteforce,5
2022-02-16,v1.2.2,crowdsecurity/ssh-slow-bf,111566,36.110.228.254,1015215,,CN,23724,"IDC, China Telecommunications Corporation",MachineA#NoBouncer,Bruteforce,5
2022-02-16,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,36.110.228.254,1015215,,CN,23724,"IDC, China Telecommunications Corporation",MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/http-cve-2021-41773,111566,195.54.160.149,1264271,,RU,49505,OOO Network of data-centers Selectel,MachineA#NoBouncer,Exploit,5
2022-02-07,v1.2.2,crowdsecurity/http-open-proxy,111566,45.81.232.239,2256040,45.81.232.239.mc-host24.de,DE,44486,SYNLINQ,MachineA#NoBouncer,Scanner,5
2022-02-07,v1.2.2,crowdsecurity/http-open-proxy,111566,45.81.232.239,2256040,45.81.232.239.mc-host24.de,DE,44486,SYNLINQ,MachineA#NoBouncer,Scanner,5
2022-02-07,v1.2.2,crowdsecurity/http-open-proxy,111566,45.81.232.239,2256040,45.81.232.239.mc-host24.de,DE,44486,SYNLINQ,MachineA#NoBouncer,Scanner,5
2022-01-12,v1.2.2,crowdsecurity/http-cve-2021-41773,111566,45.146.165.37,1581635,,RU,49505,OOO Network of data-centers Selectel,MachineA#NoBouncer,Exploit,5
2022-02-10,v1.2.2,crowdsecurity/http-cve-2021-41773,111566,45.146.165.37,1581635,,RU,49505,OOO Network of data-centers Selectel,MachineA#NoBouncer,Exploit,5
2022-02-15,v1.2.2,crowdsecurity/http-probing,111566,103.153.77.170,1063005,,VN,135905,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,MachineA#NoBouncer,Scanner,5
2022-02-17,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-10,v1.2.2,crowdsecurity/http-bad-user-agent,111566,83.143.86.62,4041,,NO,34989,ServeTheWorld AS,MachineA#NoBouncer,Scanner,5
2022-01-17,v1.2.2,crowdsecurity/http-open-proxy,111566,163.172.161.118,866814,118-161-172-163.instances.scw.cloud,FR,12876,Online S.a.s.,MachineA#NoBouncer,Scanner,5
2022-01-13,v1.2.2,crowdsecurity/http-open-proxy,111566,51.158.78.179,866881,179-78-158-51.instances.scw.cloud,FR,12876,Online S.a.s.,MachineA#NoBouncer,Scanner,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-10,v1.2.2,crowdsecurity/thinkphp-cve-2018-20062,111566,45.146.165.37,1581635,,RU,49505,OOO Network of data-centers Selectel,MachineA#NoBouncer,Exploit,5
2022-02-14,v1.2.2,crowdsecurity/http-open-proxy,111566,212.47.244.68,866928,68-244-47-212.instances.scw.cloud,FR,12876,Online S.a.s.,MachineA#NoBouncer,Scanner,5
2022-03-07,v1.2.2,crowdsecurity/ssh-bf,111566,36.110.228.254,1015215,,CN,23724,"IDC, China Telecommunications Corporation",MachineA#NoBouncer,Bruteforce,5
2022-03-07,v1.2.2,crowdsecurity/ssh-slow-bf,111566,36.110.228.254,1015215,,CN,23724,"IDC, China Telecommunications Corporation",MachineA#NoBouncer,Bruteforce,5
2022-02-10,v1.2.2,crowdsecurity/http-open-proxy,111566,212.47.244.68,866928,68-244-47-212.instances.scw.cloud,FR,12876,Online S.a.s.,MachineA#NoBouncer,Scanner,5
2022-02-16,v1.2.2,crowdsecurity/http-sensitive-files,111566,54.75.55.25,2324298,ec2-54-75-55-25.eu-west-1.compute.amazonaws.com,IE,16509,AMAZON-02,MachineA#NoBouncer,Scanner,5
2022-02-16,v1.2.2,crowdsecurity/http-probing,111566,54.75.55.25,2324298,ec2-54-75-55-25.eu-west-1.compute.amazonaws.com,IE,16509,AMAZON-02,MachineA#NoBouncer,Scanner,5
2022-02-17,v1.2.2,crowdsecurity/http-cve-2021-41773,111566,45.146.165.37,1581635,,RU,49505,OOO Network of data-centers Selectel,MachineA#NoBouncer,Exploit,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-01-08,v1.2.2,crowdsecurity/ssh-slow-bf,111566,31.184.198.71,153806,,RU,34665,Petersburg Internet Network ltd.,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-bf_user-enum,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-02-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.10,190,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-17,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-21,v1.2.2,crowdsecurity/ssh-bf,111566,107.189.14.34,1748047,,LU,53667,PONYNET,MachineA#NoBouncer,Bruteforce,5
2022-01-21,v1.2.2,crowdsecurity/ssh-bf_user-enum,111566,107.189.14.34,1748047,,LU,53667,PONYNET,MachineA#NoBouncer,Bruteforce,5
2022-01-21,v1.2.2,crowdsecurity/ssh-slow-bf,111566,107.189.14.34,1748047,,LU,53667,PONYNET,MachineA#NoBouncer,Bruteforce,5
2022-01-21,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,107.189.14.34,1748047,,LU,53667,PONYNET,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-04,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,45.141.84.126,9,,RU,206728,Media Land LLC,MachineA#NoBouncer,Bruteforce,5
2022-01-27,v1.2.2,crowdsecurity/thinkphp-cve-2018-20062,111566,45.146.165.37,1581635,,RU,49505,OOO Network of data-centers Selectel,MachineA#NoBouncer,Exploit,5
2022-02-08,v1.2.2,crowdsecurity/ssh-bf,111566,36.110.228.254,1015215,,CN,23724,"IDC, China Telecommunications Corporation",MachineA#NoBouncer,Bruteforce,5
2022-02-08,v1.2.2,crowdsecurity/ssh-slow-bf,111566,36.110.228.254,1015215,,CN,23724,"IDC, China Telecommunications Corporation",MachineA#NoBouncer,Bruteforce,5
2022-02-08,v1.2.2,crowdsecurity/ssh-bf,111566,36.110.228.254,1015215,,CN,23724,"IDC, China Telecommunications Corporation",MachineA#NoBouncer,Bruteforce,5
2022-02-08,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,36.110.228.254,1015215,,CN,23724,"IDC, China Telecommunications Corporation",MachineA#NoBouncer,Bruteforce,5
2021-12-31,v1.2.2,crowdsecurity/apache_log4j2_cve-2021-44228,111566,195.54.160.149,1264271,,RU,49505,OOO Network of data-centers Selectel,MachineA#NoBouncer,Exploit,5
2022-01-23,v1.2.2,crowdsecurity/http-cve-2021-41773,111566,45.146.165.37,1581635,,RU,49505,OOO Network of data-centers Selectel,MachineA#NoBouncer,Exploit,5
2022-02-19,v1.2.2,crowdsecurity/http-sensitive-files,111566,104.42.99.236,2385066,,US,8075,MICROSOFT-CORP-MSN-AS-BLOCK,MachineA#NoBouncer,Scanner,5
2022-02-10,v1.2.2,crowdsecurity/http-open-proxy,111566,222.186.19.207,2273476,,CN,4134,Chinanet,MachineA#NoBouncer,Scanner,5
2022-02-03,v1.2.2,crowdsecurity/ssh-slow-bf_user-enum,111566,116.105.215.9,863158,,VN,24086,Viettel Corporation,MachineA#NoBouncer,Bruteforce,5
2022-02-03,v1.2.2,crowdsecurity/ssh-slow-bf,111566,116.105.215.9,863158,,VN,24086,Viettel Corporation,MachineA#NoBouncer,Bruteforce,5
2022-02-03,v1.2.2,crowdsecurity/ssh-bf,111566,116.98.171.179,607659,dynamic-ip-adsl.viettel.vn,VN,24086,Viettel Corporation,MachineA#NoBouncer,Bruteforce,5
